path,page,text
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.7-ALgebra Relazionale 2.pdf#2,2,"•Combinando selezione e proiezione, possiamo estrarreinformazioni da una relazione•Invece non possiamo•calcolare informazioni derivate•correlare informazioni presenti in relazioni diverse, né informazioni in ennuple diverse di una stessa relazione•Vediamo altri operatori che permettono queste attività19/10/2020Atzeni --Basi di dati I --3 49"
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.7-ALgebra Relazionale 2.pdf#3,3,"Aggregazione•Il contenuto delle basi di dati viene spesso aggregato:•Il voto massimo nell'esame di basi di dati•Il voto medio per ciascun esame•Il numero di CFU conseguiti da ciascuno studente
19/10/2020Atzeni --Basi di dati I --3 50"
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.7-ALgebra Relazionale 2.pdf#4,4,"Aggregazione, sintassi e semantica
•
19/10/2020Atzeni --Basi di dati I --3 51"
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.7-ALgebra Relazionale 2.pdf#5,5,"Versione semplice•Senza attributo di raggruppamento•Calcolo sull'intera relazioneAGG Funzione (Attributo) (Operando)o meglioAGG Funzione (Attributo) → Nome (Operando)
19/10/2020Atzeni --Basi di dati I --3 53"
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.7-ALgebra Relazionale 2.pdf#6,6,19/10/2020Atzeni --Basi di dati I --3 54MatricolaVotoCodice345630043456260292832701esami6554260165542605AGGcount(*) → NumeroEsami(esami)•Il numero totale di esami NumeroEsami5
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.7-ALgebra Relazionale 2.pdf#7,7,19/10/2020Atzeni --Basi di dati I --3 55MatricolaVotoCodice345630043456260292832701esami6554260165542605AGGavg(Voto)→ MediaGenerale(esami)65542605•Il voto medio complessivoMediaGenerale27
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.7-ALgebra Relazionale 2.pdf#8,8,"19/10/2020Atzeni --Basi di dati I --3 56MatricolaVotoCodice345630043456260292832701esami6554260165542605AGGcount(*)→ NumeroEsami,avg(Voto)→ MediaGenerale(esami)65542605•Il numero di esami e il voto medio complessivoMediaGenerale27NumeroEsami5γcount(*) → NumeroEsami, avg(Voto) → Media (Esami)"
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.7-ALgebra Relazionale 2.pdf#9,9,19/10/2020Atzeni --Basi di dati I --3 57MatricolaVotoCodice345630043456260292832701esami6554260165542605•Il voto medio per ciascuno studenteAGGMatricola; avg(Voto) → Media(esami)MatricolaMedia345628928327655426
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.8-Algebra Relazionale 2.pdf#0,0,"ImpiegatoRepartoRossiANeriBBianchiBRepartoCapoBMoriCBruniNeriBMoriImpiegatoRepartoCapoBianchiBMoriACJoin, una difficoltà
•alcune ennuple non contribuiscono al risultato: vengono ""tagliate fuori""19/10/2020Atzeni --Basi di dati I --3 77"
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.8-Algebra Relazionale 2.pdf#1,1,"Join esterno•Il join esternoestende, con valori nulli, le ennuple che verrebbero tagliate fuori da un join (interno)•esiste in tre versioni:•sinistro, destro, completo
19/10/2020Atzeni --Basi di dati I --3 78"
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.8-Algebra Relazionale 2.pdf#10,10,"•Il prodotto cartesiano, in pratica, ha senso (quasi) solo se seguito da selezione:SELCondizione(R1JOINR2)•L'operazione viene chiamata theta-join e indicata con R1JOINCondizioneR2
19/10/2020Atzeni --Basi di dati I --3 93"
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.8-Algebra Relazionale 2.pdf#11,11,"Equi-join•Se l'operatore di confronto nel theta-join è sempre l'uguaglianza (=) allora si parla di equi-joinNota: ci interessa davvero l'equi-join, non il theta-join più generale
19/10/2020Atzeni --Basi di dati I --3 95"
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.8-Algebra Relazionale 2.pdf#12,12,RossiANeriBBianchiBImpiegatoRepartoImpiegatiAMoriBBruniBBruniBBruniCodiceCapoRepartiImpiegati JOINReparto=CodiceReparti ImpiegatoRepartoCapoCodiceRossiAMoriAAARossiABBruniNeriBMoriANeriBBBruniBianchiBMoriABianchiBBBruniRossiAMoriAAANeriBBBruniBianchiBBBruni19/10/2020Atzeni --Basi di dati I --3 96
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.8-Algebra Relazionale 2.pdf#13,13,"Join naturale ed equi-join•In pratica, ciò che ci interessa è l'equi-join•Il join naturale lo abbiamo usato solo a fini didattici, perché i concetti sono più semplici•Nelle interrogazioni ""pratiche"" useremo l'equi-join
19/10/2020Atzeni --Basi di dati I --3 100"
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.8-Algebra Relazionale 2.pdf#14,14,"Equivalenza di espressioni•Due espressioni sono equivalentise producono risultati uguali fra loro  qualunque su ogni istanza della base di dati•L'equivalenza è importante in pratica perché i DBMS cercano di eseguire espressioni equivalenti a quelle date, ma meno ""costose""19/10/2020Atzeni --Basi di dati I --3 101"
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.8-Algebra Relazionale 2.pdf#15,15,"Un'equivalenza importante•Pushselections(se A è attributo di R1 )SELA=10 (R1JOINR2) = SELA=10 (R1) JOINR2
19/10/2020Atzeni --Basi di dati I --3 103"
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.8-Algebra Relazionale 2.pdf#16,16,"Nota•In questo corso, ci preoccupiamo poco dell’efficienza: •l’obiettivo è di scrivere interrogazioni corrette e leggibili•Motivazione:•I DBMS si preoccupano di scegliere le strategie realizzative efficienti19/10/2020Atzeni --Basi di dati I --3 104"
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.8-Algebra Relazionale 2.pdf#17,17,"Viste (relazioni derivate)•Relazioni di base:contenuto autonomo, le relazioni nella base di dati•Relazioni derivate:•relazioni il cui contenuto è funzione del contenuto di altre relazioni (definito per mezzo di interrogazioni)•Le relazioni derivate possono essere definite su altre derivate, ma …19/10/2020Atzeni --Basi di dati I --3 106"
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.8-Algebra Relazionale 2.pdf#18,18,"Viste, esempio•una vista:Supervisione = PROJImpiegato,  Capo(Afferenza JOIN Direzione)AMoriBBruniRepartoCapoRossiANeriBBianchiBImpiegatoRepartoAfferenzaDirezione
19/10/2020Atzeni --Basi di dati I --3 108"
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.8-Algebra Relazionale 2.pdf#19,19,"Interrogazioni sulle viste•Sono eseguite sostituendo alla vista la sua definizione:SELCapo='Leoni'(Supervisione)viene eseguita comeSELCapo='Leoni'(PROJImpiegato,  Capo(Afferenza JOIN Direzione))19/10/2020Atzeni --Basi di dati I --3 112"
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.8-Algebra Relazionale 2.pdf#2,2,"ImpiegatoRepartoRossiANeriBBianchiBRepartoCapoBMoriCBruniACJoin, esterno
•alla lavagna19/10/2020Atzeni --Basi di dati I --3 80"
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.8-Algebra Relazionale 2.pdf#20,20,"Viste, motivazioniNota bene:•L'utilizzo di viste non influisce sull'efficienza delle interrogazioniVantaggi:•Soprattutto:•Strumento di programmazione: •si può semplificare la scrittura di interrogazioni: espressioni complesse e sottoespressioniripetute•Ogni utente vede solo  •ciò che gli interessa e nel modo in cui gli interessa, senza essere distratto dal resto•ciò che e'autorizzato a vedere (autorizzazioni)•Utilizzo di programmi esistenti su schemi ristrutturati19/10/2020Atzeni --Basi di dati I --3 113"
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.8-Algebra Relazionale 2.pdf#21,21,"Viste come strumento di programmazione•Trovare gli impiegati che hanno lo stesso capo di Rossi•Senza vista:PROJ Impiegato((Afferenza JOIN Direzione) JOINREN ImpR,RepR ¬Imp,Reparto (SEL Impiegato='Rossi'(Afferenza JOIN Direzione))) •Con la vista:PROJ Impiegato(SupervisioneJOINREN ImpR¬Imp (SEL Impiegato='Rossi'(Supervisione))) 19/10/2020Atzeni --Basi di dati I --3 114"
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.8-Algebra Relazionale 2.pdf#22,22,"Un servizio online per esercitazioni in algebra relazionale•RelaX•http://dbis-uibk.github.io/relax/calc•Verrà proposto un “homework” il cui svolgimento sarà necessario per partecipare alla prova parziale
19/10/2020Atzeni --Basi di dati I --3 117"
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.8-Algebra Relazionale 2.pdf#23,23,"RelaX•Utilizza una sintassi molto simile a quella vista a lezione e sul libro•L’editor aiuta nella scrittura degli operatori e dei nomi di relazione e di attributo (basta cliccare sul simbolo desiderato)•Talvolta è utile scrivere direttamente –allora attenzione a maiuscole e minuscole (è “case-sensitive”)•Le espressioni sono talvolta di lettura non semplice, perché tutto su una linea, senza “pedici”: •scriviamo σStipendio>40 (Impiegati) invecedi                   σStipendio>40 (Impiegati) •Attenzione agli spazi (talvolta il parsersi confonde) e spesso è utile qualche parentesi in più•Una differenza nella “assegnazione”; serve una “ridenominazione” esplicita della relazione; invece di Capi := Impiegatidobbiamo scrivereCapi= ρCapi(Impiegati)19/10/2020Atzeni --Basi di dati I --3 118"
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.8-Algebra Relazionale 2.pdf#24,24,"Rappresentazione grafica•RelaX fornisce anche una rappresentazione grafica delle espressioni sotto forma di albero, molto espressiva•Ogni operatore è un nodo, con uno o due nodi discendenti (a seconda che abbia uno o due operandi) e le foglie sono relazioni nella base di dati•Nei lucidi seguenti sono mostrate le interrogazioni discusse in aula e per ciascuna è mostrata la formulazione mostrata in aula, quelle in RelaX (molto simile) e l’albero generato da RelaX19/10/2020Atzeni --Basi di dati I --3 119"
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.8-Algebra Relazionale 2.pdf#25,25,"Dati •Accedendo al servizio si possono specificare interrogazioni su una base di dati•fra quelle disponibili sul servizio, oppure•su una “caricata” dall’utente•Per i primi esempi (in questa presentazione), le basi di dati sono state predisposte e possono essere caricatrselezionando il bottone “Loada data-set” e inserendo nel campo “Loaddatasetstoredin a gist” il relativo link 1a9dc6cd0f3478388fc177dfc9b5a314(prima bd) b7a8eac38317e0d6a7f0b904a9a10bd3(seconda bd)•oppure, più semplicemente richiamando RelaXcon l’url:http://dbis-uibk.github.io/relax/calc/gist/1a9dc6cd0f3478388fc177dfc9b5a314http://dbis-uibk.github.io/relax/calc/gist/b7a8eac38317e0d6a7f0b904a9a10bd3•Ulteriori basi di dati (data-set nella terminologia di RelaX) possono essere predisposti con una sintassi molto semplice e caricati su github(vedere l’help)19/10/2020Atzeni --Basi di dati I --3 120"
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.8-Algebra Relazionale 2.pdf#26,26,"Impiegati = {Matricola, Nome, Eta:number, Stipendio:number7309, Rossi, 34, 455998, Bianchi, 37, 389553, Neri, 42, 355698, Bruni, 43, 424076, Mori, 45, 508123, Lupi, 46, 60}Supervisione = {Impiegato, Capo7309, 56985998, 56989553, 40765698, 40764076, 8123}19/10/2020Atzeni --Basi di dati I --3 121"
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.8-Algebra Relazionale 2.pdf#27,27,EsempiImpiegati NomeEtàStipendioMatricolaBianchi37385998Rossi34457309Bruni43425698Neri42359553Mori45504076Lupi46608123Supervisione ImpiegatoCapo599873095698955340765698569840764076812319/10/2020Atzeni --Basi di dati I --3 123
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.8-Algebra Relazionale 2.pdf#28,28,"•Trovare matricola, nome, età e stipendio degli impiegati che guadagnano più di 40SELStipendio>40(Impiegati)σStipendio>40 (Impiegati))
19/10/2020Atzeni --Basi di dati I --3 124
"
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.8-Algebra Relazionale 2.pdf#29,29,"•Trovare matricola, nome ed età degli impiegati che guadagnano più di 40PROJMatricola, Nome, Età (SELStipendio>40(Impiegati))π Matricola, Nome, Eta (σStipendio>40 (Impiegati))
19/10/2020Atzeni --Basi di dati I --3 125
"
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.8-Algebra Relazionale 2.pdf#3,3,"Join e proiezioniImpiegatoRepartoRossiANeriBBianchiBRepartoCapoBMoriCBruni
19/10/2020Atzeni --Basi di dati I --3 85•alla lavagna"
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.8-Algebra Relazionale 2.pdf#30,30,"•Trovare le matricole dei capi degli impiegati che guadagnano più di 40PROJCapo(SupervisioneJOINImpiegato=Matricola(SELStipendio>40(Impiegati)))π Capo  ((Supervisione) ⨝Impiegato=Matricola(σStipendio>40 (Impiegati)))
19/10/2020Atzeni --Basi di dati I --3 126
"
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.8-Algebra Relazionale 2.pdf#31,31,"•Trovare nome e stipendio dei capi degli impiegati che guadagnano più di 40PROJNome,Stipendio(ImpiegatiJOINMatricola=Capo PROJCapo(SupervisioneJOINImpiegato=Matricola(SELStipendio>40(Impiegati))))π Nome,Stipendio(Impiegati⨝Matricola= Capo (π Capo  ((Supervisione) ⨝Impiegato=Matricola(σStipendio>40 (Impiegati)))))19/10/2020Atzeni --Basi di dati I --3 127
"
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.8-Algebra Relazionale 2.pdf#32,32,"•Trovare matricola, nome e stipendio dei capi degli impiegati che guadagnano più di 40; per ciascuno, mostrare, matricola, nome e stipendio anche dell'impiegato
19/10/2020Atzeni --Basi di dati I --3 128"
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.8-Algebra Relazionale 2.pdf#33,33,"•Trovare matricola, nome e stipendio dei capi degli impiegati che guadagnano più di 40; per ciascuno, mostrare, matricola, nome e stipendio anche dell'impiegatoPROJMatr,Nome,Stip,MatrC,NomeC,StipC(RENMatrC,NomeC,StipC,EtàC¬Matr,Nome,Stip,Età(Impiegati)JOIN MatrC=Capo (SupervisioneJOIN Impiegato=MatricolaSELStipendio>40(Impiegati)))
19/10/2020Atzeni --Basi di dati I --3 129
π Matricola, Nome, Stipendio, MatrC, NomeC, StipC(ρMatrC←Matricola, NomeC←Nome, StipC←Stipendio, EtaC←Eta(Impiegati)⨝MatrC= Capo(((Supervisione) ⨝Impiegato=Matricola(σStipendio>40 (Impiegati)))))"
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.8-Algebra Relazionale 2.pdf#34,34,"•La notazione con le ridenominazioni, pur corretta, è un po’ troppo “verbosa""•Ne vediamo un’altra, basata sulle viste
19/10/2020Atzeni --Basi di dati I --3 130"
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.8-Algebra Relazionale 2.pdf#35,35,"Una convenzione e notazione alternativa per i join•Nota: è sostanzialmente l'approccio usato in SQL•Ignoriamo il join naturale (cioè non consideriamo implicitamente condizioni su attributi con nomi uguali)•Per ""riconoscere"" attributi con lo stesso nome gli premettiamo il nome della relazione•Usiamo viste (o ""assegnazioni”) per ridenominare le relazioni •(ridenominiamo gli attributi solo quando serve per l'unione o per dare nomi significativi nel riusltato)19/10/2020Atzeni --Basi di dati I --3 131"
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.8-Algebra Relazionale 2.pdf#36,36,"19/10/2020Atzeni --Basi di dati I --3 132•Trovare matricola, nome e stipendio dei capi degli impiegati che guadagnano più di 40; per ciascuno, mostrare, matricola, nome e stipendio anche dell'impiegatoPROJMatr,Nome,Stip,MatrC,NomeC,StipC (RENMatrC,NomeC,StipC,EtàC¬Matr,Nome,Stip,Età(Impiegati)JOIN MatrC=Capo (Supervisione JOIN Impiegato=Matricola SELStipendio>40(Impiegati)))"
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.8-Algebra Relazionale 2.pdf#37,37,"RelaX•Utilizza una sintassi molto simile a quella vista a lezione e sul libro•L’editor aiuta nella scrittura degli operatori e dei nomi di relazione e di attributo (basta cliccare sul simbolo desiderato)•Talvolta è utile scrivere direttamente –allora attenzione a maiuscole e minuscole (è “case-sensitive”)•Le espressioni sono talvolta di lettura non semplice, perché tutto su una linea, senza “pedici”: •scriviamo σStipendio>40 (Impiegati) invecedi                   σStipendio>40 (Impiegati) •Attenzione agli spazi (talvolta il parsersi confonde) e spesso è utile qualche parentesi in più•Una differenza nella “assegnazione”; serve una “ridenominazione” esplicita della relazione; invece di Capi := Impiegatidobbiamo scrivereCapi= ρCapi(Impiegati)19/10/2020Atzeni --Basi di dati I --3 134"
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.8-Algebra Relazionale 2.pdf#38,38,"PROJImp.Matr, Imp.Nome, Imp.Stip,Capi.Matr,Capi.Nome, Capi.Stip(CapiJOIN Capi.Matr=Capo(Sup JOIN Imp=Imp.MatrSELStipendio>40(Imp)))Capi := Imp
19/10/2020Atzeni --Basi di dati I --3 135
Capi= ρCapi(Impiegati)π Impiegati.Matricola, Impiegati.Nome, Impiegati.Stipendio, Capi.Matricola, Capi.Nome, Capi.Stipendio(Capi⨝Capi.Matricola= Capo(((Supervisione) ⨝Impiegato=Matricola(σStipendio>40 (Impiegati)))))"
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.8-Algebra Relazionale 2.pdf#39,39,"•Trovare gli impiegati che guadagnano più del proprio capo, mostrando matricola, nome e stipendio dell'impiegato e del capo
19/10/2020Atzeni --Basi di dati I --3 136"
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.8-Algebra Relazionale 2.pdf#4,4,"Join e proiezioni•R1(X1),R2(X2) PROJX1 (R1JOIN R2 ) ÍR1
19/10/2020Atzeni --Basi di dati I --3 86"
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.8-Algebra Relazionale 2.pdf#40,40,"PROJMatr,Nome,Stip,MatrC,NomeC,StipC(SELStipendio>StipC(RENMatrC,NomeC,StipC,EtàC¬Matr,Nome,Stip,Età(Impiegati)JOIN MatrC=Capo (SupervisioneJOIN Impiegato=MatricolaImpiegati)))π Matricola, Nome, Stipendio, MatrC, NomeC, StipC(σStipendio>StipC(ρMatrC←Matricola, NomeC←Nome, StipC←Stipendio, EtaC←Eta(Impiegati)⨝MatrC= Capo((Supervisione) ⨝Impiegato=Matricola(Impiegati))))
19/10/2020Atzeni --Basi di dati I --3 137
"
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.8-Algebra Relazionale 2.pdf#41,41,"•Trovare gli impiegati che guadagnano più del proprio capo, mostrando matricola, nome e stipendio dell'impiegato e del capoPROJMatr,Nome,Stip,MatrC,NomeC,StipC (SELStipendio>StipC(RENMatrC,NomeC,StipC,EtàC¬Matr,Nome,Stip,Età(Impiegati)JOIN MatrC=Capo (Supervisione JOIN Impiegato=Matricola Impiegati)))19/10/2020Atzeni --Basi di dati I --3 138"
